batch_id,event_id,event_class,station,audited_positive_channels,usable_channels,questionable_channels,rejected_channels,request_integrity_status
1,levent-01794,deep_moonquake_assigned,S14,MH2;MHZ;SHZ,MH2;MHZ;SHZ,,,usable_integrity
1,levent-01796,deep_moonquake_assigned,S12,MHZ,MHZ,,,usable_integrity
1,levent-01796,deep_moonquake_assigned,S14,MH2;MHZ;SHZ,MH2;MHZ;SHZ,,,usable_integrity
1,levent-01797,deep_moonquake_assigned,S12,MH2;MHZ,MH2;MHZ,,,usable_integrity
1,levent-01797,deep_moonquake_assigned,S14,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
1,levent-01821,natural_impact,S12,MH2;MHZ,MH2;MHZ,,,usable_integrity
1,levent-01821,natural_impact,S14,MH1;MH2;MHZ;SHZ,MH1;MH2;MHZ;SHZ,,,usable_integrity
1,levent-01837,deep_moonquake_assigned,S14,MH2;MHZ,MH2;MHZ,,,usable_integrity
1,levent-01841,deep_moonquake_assigned,S14,MH2;MHZ;SHZ,MH2;MHZ;SHZ,,,usable_integrity
1,levent-01925,natural_impact,S12,MH2;MHZ,MH2;MHZ,,,usable_integrity
